customerID,gender,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5016-ETTFF,Male,No,Mailed check,29.5,255.25,Yes
3866-MDTUB,Female,Yes,Electronic check,70.75,146.9,Yes
2195-VVRJF,Male,Yes,Credit card (automatic),59.1,1011.05,No
3913-RDSJZ,Female,No,Mailed check,25.55,1714.95,No
8058-JMEQO,Female,Yes,Electronic check,84.45,762.5,Yes
4203-QGNZA,Female,No,Mailed check,20.25,535.35,No
5043-TRZWM,Female,No,Electronic check,75.55,75.55,No
0697-ZMSWS,Male,Yes,Electronic check,85.65,338.9,Yes
7657-DYEPJ,Male,Yes,Credit card (automatic),70.15,2497.35,Yes
9494-BDNNC,Male,No,Electronic check,95.3,6273.4,No
1640-PLFMP,Female,Yes,Electronic check,70.25,70.25,No
5366-OBVMR,Female,Yes,Mailed check,50.3,908.75,No
8276-MQBYC,Male,Yes,Electronic check,97.8,4913.3,Yes
7644-OMVMY,Male,No,Mailed check,19.85, ,No
7593-XFKDI,Male,No,Mailed check,46.3,46.3,Yes
4573-JKNAE,Male,No,Bank transfer (automatic),19.35,212.3,No
0337-CNPZE,Female,Yes,Electronic check,106.3,4443.45,Yes
9817-APLHW,Male,No,Electronic check,25,316.2,No
8380-MQINP,Female,No,Mailed check,20.3,1079.05,No
0840-DFEZH,Female,Yes,Electronic check,75.35,564.65,No
1513-XNPPH,Female,Yes,Electronic check,89.4,1095.65,Yes
8690-ZVLCL,Female,No,Credit card (automatic),88,6161.9,No
6015-VVHHE,Female,Yes,Credit card (automatic),83.15,446.05,Yes
1125-SNVCK,Female,No,Mailed check,43.8,2106.05,No
0384-LPITE,Male,No,Credit card (automatic),62.05,2511.55,No
4616-EWBNJ,Female,No,Bank transfer (automatic),20.1,318.6,No
6347-DCUIK,Male,Yes,Mailed check,74.15,811.8,Yes
1335-HQMKX,Female,Yes,Electronic check,101.35,7323.15,No
2545-EBUPK,Female,Yes,Electronic check,84.05,186.05,No
6923-AQONU,Male,No,Mailed check,20.9,454,No
2172-EJXVF,Female,Yes,Electronic check,105.9,7521.95,No
0897-FEGMU,Female,Yes,Electronic check,99.5,1056.95,Yes
7663-RGWBC,Male,Yes,Mailed check,44.15,44.15,Yes
1120-BMWUB,Female,Yes,Mailed check,53.9,834.15,Yes
9124-LHCJQ,Female,Yes,Mailed check,85.45,85.45,Yes
4536-PLEQY,Male,Yes,Credit card (automatic),85.05,999.8,No
7029-IJEJK,Female,No,Bank transfer (automatic),44.1,2369.7,No
8871-JLMHM,Female,No,Credit card (automatic),90.2,6297.65,No
2235-ZGKPT,Female,No,Mailed check,50.85,239.55,Yes
3891-PUQOD,Female,No,Electronic check,59.2,59.2,Yes
5447-VYTKW,Male,No,Mailed check,53.45,1461.45,No
3623-FQBOX,Male,Yes,Mailed check,19.95,416.4,No
0689-NKYLF,Male,Yes,Electronic check,83.2,1060.6,Yes
8659-HDIYE,Female,No,Credit card (automatic),74.65,4869.35,No
3658-KIBGF,Female,Yes,Electronic check,54.9,54.9,Yes
3474-BAFSJ,Male,Yes,Bank transfer (automatic),57.5,3265.95,No
5519-YLDGW,Female,Yes,Electronic check,103.9,2254.2,Yes
3865-ZFZIB,Male,No,Mailed check,19.65,358.15,No
1855-AGAWH,Male,Yes,Electronic check,93.8,2939.8,No
7109-CQYUZ,Male,Yes,Mailed check,89.25,4652.4,No
1370-GGAWX,Female,Yes,Electronic check,94.15,4408.45,No
4680-KUTAJ,Female,Yes,Electronic check,55.6,580.8,No
5307-UVGNB,Female,Yes,Bank transfer (automatic),48.7,2495.2,No
4946-EDSEW,Female,Yes,Mailed check,19.25,180.3,Yes
2883-ILGWO,Male,Yes,Bank transfer (automatic),104.9,5913.95,No
2516-VQRRV,Female,Yes,Mailed check,75.45,158.4,Yes
7580-UGXNC,Female,No,Mailed check,54.85,104.2,Yes
3642-BYHDO,Female,No,Bank transfer (automatic),19.9,1389.35,No
9629-NHXFW,Female,Yes,Mailed check,19.4,19.4,No
2696-RZVZW,Male,No,Credit card (automatic),25.05,1629.2,No
5766-FTRTS,Male,No,Mailed check,84.45,6033.1,No
0396-HUJBP,Female,No,Mailed check,19.3,44.4,No
5178-LMXOP,Male,Yes,Electronic check,95.1,95.1,Yes
8879-ZKJOF,Female,Yes,Bank transfer (automatic),79.85,3320.75,No
6285-FTQBF,Male,No,Credit card (automatic),25.55,1867.7,No
8185-UPYBR,Male,Yes,Electronic check,75.5,438,Yes
4585-HETAI,Female,Yes,Electronic check,73.75,325.45,Yes
7526-BEZQB,Male,Yes,Electronic check,96.05,1148.1,Yes
1474-JUWSM,Female,Yes,Electronic check,68.4,3972.25,No
3530-CRZSB,Female,No,Mailed check,20.65,155.9,No
8498-XXGWA,Female,Yes,Mailed check,55.15,3673.15,No
9617-INGJY,Male,Yes,Mailed check,70.6,70.6,No
0621-TSSMU,Male,No,Credit card (automatic),19.95,1126.75,No
7234-KMNRQ,Male,No,Mailed check,19,73.45,No
7636-PEPNS,Female,Yes,Mailed check,44.1,2413.05,No
4683-WYDOU,Male,Yes,Bank transfer (automatic),107.6,6912.7,No
9052-DHNKM,Male,No,Electronic check,61.55,1581.95,No
6794-HKIAJ,Male,No,Bank transfer (automatic),90.7,5586.45,No
5578-NKCXI,Female,No,Credit card (automatic),99.25,5846.65,No
1642-HMARX,Female,Yes,Electronic check,91.7,6424.7,No
3096-WPXBT,Female,Yes,Credit card (automatic),100.7,6018.65,No
8434-PNQZX,Female,Yes,Credit card (automatic),78.45,3373.4,No
5950-AAAGJ,Male,No,Bank transfer (automatic),84.3,1537.9,No
4299-OPXEJ,Female,Yes,Bank transfer (automatic),19.55,1080.55,No
4951-UKAAQ,Female,Yes,Electronic check,88.95,355.2,Yes
9618-LFJRU,Female,No,Credit card (automatic),20.45,82.85,No
6693-DJWTY,Female,No,Credit card (automatic),55.6,2016.45,No
0744-GKNGE,Female,Yes,Bank transfer (automatic),86.8,5327.25,No
6447-EGDIV,Female,No,Mailed check,20.95,683.25,No
1167-OYZJF,Female,Yes,Bank transfer (automatic),20.05,1263.05,No
2108-YKQTY,Female,No,Credit card (automatic),50.7,151.3,Yes
4806-DXQCE,Female,Yes,Electronic check,113.65,7714.65,No
4918-QLLIW,Male,No,Credit card (automatic),53.4,188.7,Yes
7056-IMHCC,Male,Yes,Electronic check,101.9,5549.4,Yes
4854-SSLTN,Male,No,Mailed check,59.5,130.5,No
5294-DMSFH,Female,Yes,Credit card (automatic),87.8,2621.75,No
4837-PZTIC,Female,No,Mailed check,41.9,1875.25,No
1625-JAIIY,Female,Yes,Electronic check,83,5685.8,Yes
0603-OLQDC,Male,Yes,Mailed check,69.85,837.5,No
3272-VUHPV,Female,No,Bank transfer (automatic),56.3,401.5,No
4176-FXYBO,Male,No,Electronic check,109.55,6118.95,No
1063-DHQJF,Male,Yes,Mailed check,92.15,6480.9,No
8663-UPDGF,Female,Yes,Bank transfer (automatic),69.5,1800.05,No
6719-FGEDO,Female,Yes,Bank transfer (automatic),97,7104.2,No
1837-YQUCE,Female,Yes,Bank transfer (automatic),58.35,4214.25,No
2947-DOMLJ,Male,No,Mailed check,50.6,50.6,Yes
4112-LUEIZ,Male,Yes,Electronic check,89.5,863.1,Yes
0369-ZGOVK,Female,Yes,Bank transfer (automatic),70.4,1992.2,No
4510-HIMLV,Male,Yes,Electronic check,69.8,69.8,Yes
9919-KNPOO,Female,Yes,Electronic check,94.3,1948.35,No
8749-JMNKX,Male,Yes,Bank transfer (automatic),93.8,4750.95,Yes
7872-BAAZR,Female,No,Bank transfer (automatic),19.55,1007.9,No
9391-LMANN,Male,No,Electronic check,95.95,5036.9,No
2430-USGXP,Male,Yes,Electronic check,101.05,2391.8,Yes
8174-TBVCF,Female,Yes,Credit card (automatic),94.8,6859.05,No
1698-XFZCI,Male,Yes,Electronic check,107.75,6521.9,No
1877-HKBQX,Female,Yes,Mailed check,54.6,617.85,No
4450-DLLMH,Male,Yes,Credit card (automatic),71.3,157.75,No
0428-AXXLJ,Male,Yes,Bank transfer (automatic),19.5,516.3,No
2746-DIJLO,Female,Yes,Credit card (automatic),56.3,2364,No
5955-ERIHD,Male,Yes,Electronic check,94.7,1687.95,Yes
0917-EZOLA,Male,Yes,Bank transfer (automatic),104.15,7689.95,Yes
3508-VLHCZ,Female,Yes,Credit card (automatic),90.55,6239.05,No
4086-ATNFV,Female,Yes,Mailed check,60.8,2042.05,No
0468-YRPXN,Male,Yes,Credit card (automatic),98.8,2807.1,No
5996-NRVXR,Male,Yes,Credit card (automatic),98.15,4116.8,No
3739-YBWAB,Male,No,Mailed check,35.35,1317.95,No
7047-FWEYA,Female,Yes,Electronic check,103.15,4594.65,No
2000-MPKCA,Female,Yes,Electronic check,107.75,6332.75,No
9762-YAQAA,Male,No,Credit card (automatic),81.4,3213.75,No
5949-EBSQK,Male,No,Credit card (automatic),61.45,229.55,Yes
5473-KHBPS,Female,Yes,Credit card (automatic),95.7,4976.15,No
0100-DUVFC,Male,Yes,Electronic check,104.8,7308.95,No
5397-TUPSH,Male,Yes,Bank transfer (automatic),70.95,4555.2,No
8950-MTZNV,Male,Yes,Mailed check,44.95,44.95,No
0326-VDYXE,Female,Yes,Electronic check,97.65,6982.5,No
6773-LQTVT,Female,Yes,Mailed check,35.65,1025.15,No
7274-RTAPZ,Male,Yes,Electronic check,90.55,90.55,Yes
0436-TWFFZ,Female,Yes,Mailed check,85.25,5714.2,No
8566-YPRGL,Female,Yes,Mailed check,19.5,19.5,No
0311-UNPFF,Female,Yes,Bank transfer (automatic),88.8,2274.35,Yes
6609-MXJHJ,Female,Yes,Mailed check,25.1,789.55,No
2669-OIDSD,Female,Yes,Credit card (automatic),100.05,4834,No
8400-WZICQ,Female,No,Electronic check,55.7,3131.8,No
3834-XUIFC,Male,Yes,Mailed check,85.2,602.55,Yes
9576-SYUHJ,Male,Yes,Electronic check,91.15,3369.25,No
0410-IPFTY,Female,Yes,Bank transfer (automatic),83.85,2674.15,No
2831-EBWRN,Male,Yes,Electronic check,45.9,199.75,No
9430-NKQLY,Male,Yes,Credit card (automatic),25.1,1790.8,No
8414-MYSHR,Male,Yes,Electronic check,91.4,449.75,Yes
0247-SLUJI,Male,No,Mailed check,19.7,19.7,No
9402-ORRAH,Female,Yes,Electronic check,91.5,1400.3,No
6483-OATDN,Male,Yes,Credit card (automatic),51.3,411.6,No
1293-HHSHJ,Female,No,Mailed check,21.1,741,No
4840-ORQXB,Female,No,Electronic check,104.75,5841.35,No
7599-FKVXZ,Male,Yes,Bank transfer (automatic),106.15,4512.7,Yes
3982-DQLUS,Male,Yes,Electronic check,85.75,5688.45,No
8610-ZIKJJ,Female,No,Mailed check,20.3,31.9,No
3756-VNWDH,Male,Yes,Electronic check,100.75,6674.65,No
7801-KICAO,Female,Yes,Electronic check,74.15,1345.75,No
7673-LPRNY,Female,Yes,Electronic check,78.55,1843.05,No
8229-TNIQA,Female,Yes,Mailed check,45.3,196.95,Yes
6060-QBMGV,Male,No,Credit card (automatic),19.85,1433.8,No
7339-POGZN,Female,No,Electronic check,50.7,214.55,No
2828-SLQPF,Male,Yes,Bank transfer (automatic),45,865.85,No
4465-VDKIQ,Female,No,Electronic check,77.8,1358.6,No
2921-XWDJH,Female,Yes,Electronic check,83.45,3147.15,No
6221-AVQYL,Male,Yes,Credit card (automatic),73.25,131.05,Yes
2558-BUOZZ,Male,No,Bank transfer (automatic),94.8,4535.85,No
9257-AZMTZ,Female,No,Bank transfer (automatic),20.1,1078.75,No
0003-MKNFE,Male,No,Mailed check,59.9,542.4,No
0975-UYDTX,Female,Yes,Credit card (automatic),90.1,2312.55,No
7743-EXURX,Male,Yes,Electronic check,51.05,415.05,Yes
4682-BLBUC,Male,Yes,Electronic check,70.95,3250.45,No
0975-VOOVL,Female,No,Mailed check,29.2,98.5,No
5968-VXZLG,Male,Yes,Bank transfer (automatic),46.6,87.9,No
5569-KGJHX,Female,Yes,Bank transfer (automatic),85.35,754.65,Yes
4988-IQIGL,Male,Yes,Electronic check,75.35,75.35,Yes
5201-FRKKS,Male,No,Bank transfer (automatic),74.3,1952.25,No
9799-CAYJJ,Female,Yes,Electronic check,69.3,153.8,No
7730-IUTDZ,Male,Yes,Electronic check,75.2,3198.6,Yes
0426-TIRNE,Female,No,Mailed check,20.9,20.9,Yes
5443-SCMKX,Female,Yes,Electronic check,94.3,5610.15,No
8295-KMENE,Female,Yes,Mailed check,76.45,4519.5,No
6738-ISCBM,Male,Yes,Electronic check,54,2440.25,No
9821-BESNZ,Male,Yes,Electronic check,104.25,6860.6,No
3678-MNGZX,Male,No,Bank transfer (automatic),19.95,1377.7,No
1335-NTIUC,Male,Yes,Electronic check,24.95,190.25,No
2916-BQZLN,Male,Yes,Electronic check,84.75,1651.95,No
4558-CGYCZ,Male,No,Mailed check,19.75,78.3,No
2368-GAKKQ,Female,Yes,Bank transfer (automatic),113.65,7939.25,No
8710-YGLWG,Male,Yes,Mailed check,44.9,44.9,No
3199-XGZCY,Female,Yes,Electronic check,75.25,576.7,No
3785-KTYSH,Male,No,Mailed check,24.6,1279,No
6814-ZPWFQ,Male,No,Bank transfer (automatic),25,1260.7,No
4063-EIKNQ,Male,No,Bank transfer (automatic),20.95,267.35,No
6993-YCOBK,Male,Yes,Electronic check,110.6,6586.85,No
5206-HPJKM,Male,Yes,Credit card (automatic),55.5,934.15,No
7587-RZNME,Male,Yes,Electronic check,43.3,123.65,Yes
0748-RDGGM,Male,Yes,Bank transfer (automatic),109.5,7534.65,Yes
8393-JMVMB,Male,No,Mailed check,19.45,19.45,No
5019-GQVCR,Male,Yes,Electronic check,84.85,3645.6,No
6036-TTFYU,Female,No,Mailed check,19.6,314.45,No
2550-AEVRU,Female,No,Electronic check,53.45,3053,No
0969-RGKCU,Male,No,Credit card (automatic),19.8,677.05,No
0378-CJKPV,Female,No,Credit card (automatic),112.1,7965.95,No
4706-AXVKM,Female,Yes,Credit card (automatic),84.8,906.85,Yes
5889-JTMUL,Female,Yes,Electronic check,95.05,4888.7,Yes
9026-RNUJS,Male,No,Electronic check,50.35,237.25,Yes
3746-EUBYR,Male,Yes,Bank transfer (automatic),74.6,74.6,Yes
2332-EFBJY,Male,Yes,Mailed check,19.7,342.4,Yes
2880-FPNAE,Male,Yes,Electronic check,74.2,140.1,No
1703-MGIAB,Female,Yes,Mailed check,69,1108,No
4311-QTTAI,Female,No,Credit card (automatic),19.35,295.55,No
9474-PHLYD,Female,Yes,Electronic check,59.45,892.65,Yes
4318-RAJVY,Female,Yes,Mailed check,19.8,198.25,No
2165-VOEGB,Female,Yes,Bank transfer (automatic),105.2,4822.85,Yes
3612-YUNGG,Male,Yes,Credit card (automatic),109.2,6741.15,No
2254-DLXRI,Female,Yes,Mailed check,79.15,79.15,No
5062-CJJKH,Male,No,Mailed check,53.65,1355.45,No
9028-LIHRP,Male,No,Credit card (automatic),100.2,7209,No
2219-MVUSO,Male,Yes,Mailed check,45.15,438.4,Yes
1053-MXTTK,Female,Yes,Bank transfer (automatic),108.65,7726.35,No
1530-ZTDOZ,Female,No,Bank transfer (automatic),40.65,2070.75,No
1301-LOPVR,Male,Yes,Credit card (automatic),55.35,1636.95,No
0853-TWRVK,Male,No,Bank transfer (automatic),105.6,7581.5,No
8914-RBTSB,Male,No,Electronic check,93.8,3019.5,Yes
6212-ATMLK,Female,Yes,Electronic check,95.7,4729.75,No
8200-LGKSR,Male,No,Electronic check,83.2,6126.1,No
1568-BEKZM,Male,No,Credit card (automatic),90.05,6333.4,No
0670-ANMUU,Male,No,Credit card (automatic),97.65,6687.85,No
6897-RWMUB,Male,Yes,Bank transfer (automatic),68.05,4158.25,No
0963-ZBDRN,Male,Yes,Electronic check,96.2,3183.4,Yes
7594-RQHXR,Female,Yes,Electronic check,79.6,79.6,Yes
6999-CHVCF,Male,Yes,Bank transfer (automatic),102.1,7149.35,No
6134-KWTBV,Male,No,Bank transfer (automatic),23.4,1429.65,No
1077-HUUJM,Female,Yes,Electronic check,71.05,472.65,No
6331-EWIEB,Male,Yes,Electronic check,85.25,1734.5,Yes
0895-LNKRC,Male,No,Mailed check,19.45,113.5,No
2045-BMBTJ,Female,Yes,Bank transfer (automatic),59.45,1884.65,No
8417-GSODA,Male,No,Bank transfer (automatic),92.2,2568.15,No
5171-EPLKN,Male,No,Credit card (automatic),19.85,470,No
4452-QIIEB,Male,No,Mailed check,43.9,278.4,No
5998-VVEJY,Male,Yes,Electronic check,80.5,2088.8,Yes
1624-NALOJ,Male,Yes,Electronic check,89.8,502.6,Yes
6741-EGCBI,Male,Yes,Credit card (automatic),90.5,2595.85,No
7820-ZYGNY,Male,No,Credit card (automatic),90.45,5825.5,No
4317-VTEOA,Male,Yes,Electronic check,50.75,50.75,Yes
9677-AVKED,Female,Yes,Electronic check,84.6,4449.75,No
1670-SVOWZ,Female,Yes,Credit card (automatic),89.65,1208.35,Yes
2227-JRSJX,Female,Yes,Bank transfer (automatic),99.15,1956.4,No
9847-HNVGP,Male,No,Mailed check,19.95,310.6,No
6696-YDAYZ,Male,No,Mailed check,20.5,290.55,No
8980-WQFWL,Female,Yes,Electronic check,62.1,2096.1,No
1730-ZMAME,Female,Yes,Electronic check,79.5,2665,No
6506-EYCNH,Female,Yes,Bank transfer (automatic),19.55,543.8,No
4634-JLRJT,Female,Yes,Mailed check,20.35,20.35,No
9501-UKKNL,Male,Yes,Electronic check,51.7,3005.8,No
2560-QTSBS,Female,Yes,Bank transfer (automatic),23.3,1623.15,No
7541-YLXCL,Male,Yes,Mailed check,65.4,2498.4,Yes
4795-WRNVT,Female,No,Mailed check,65.1,2586,No
6080-TCMYC,Male,Yes,Electronic check,81.2,3292.3,No
0260-ZDLGK,Female,Yes,Mailed check,72.9,651.4,Yes
7860-UXCRM,Male,No,Credit card (automatic),74.5,4674.55,No
6357-JJPQT,Female,Yes,Electronic check,80.5,232.35,No
2292-XQWSV,Male,No,Mailed check,60.3,2448.5,No
9552-TGUZV,Male,Yes,Mailed check,75,658.1,No
5913-INRQV,Male,No,Mailed check,90.15,3128.8,No
8722-NGNBH,Male,No,Mailed check,40,223.45,Yes
6210-KBBPI,Male,Yes,Credit card (automatic),99.45,919.4,Yes
9643-YBLUR,Male,Yes,Credit card (automatic),69.05,653.95,No
8734-FNWVH,Male,No,Bank transfer (automatic),59.7,1825.5,No
9447-YPTBX,Female,Yes,Bank transfer (automatic),19.85,943.1,No
0133-BMFZO,Female,Yes,Electronic check,86.25,181.65,Yes
6128-CZOMY,Female,Yes,Electronic check,45.65,45.65,Yes
9540-JYROE,Male,Yes,Mailed check,70.1,551.35,Yes
9026-LHEVG,Female,No,Electronic check,40.75,359.4,No
2260-USTRB,Female,Yes,Bank transfer (automatic),70.2,115.95,Yes
3656-TKRVZ,Female,No,Electronic check,55.35,165.2,Yes
7011-CVEUC,Male,Yes,Credit card (automatic),95.7,2338.35,No
6185-TASNN,Male,No,Electronic check,46.3,46.3,No
7925-PNRGI,Female,No,Mailed check,81.3,3541.1,No
8623-TMRBY,Male,Yes,Electronic check,84.2,4146.05,Yes
1552-CZCLL,Female,No,Credit card (automatic),20,1087.25,No
3038-PQIUY,Female,Yes,Bank transfer (automatic),66.15,2522.4,No
1501-SGHBW,Male,No,Mailed check,45.85,81,Yes
9313-CDOGY,Male,No,Electronic check,19.6,717.3,No
8148-BPLZQ,Male,Yes,Electronic check,49.8,1734.2,No
2623-DRYAM,Female,Yes,Electronic check,101.75,7069.3,No
9987-LUTYD,Female,No,Mailed check,55.15,742.9,No
3208-YPIOE,Male,No,Electronic check,75.25,3017.65,Yes
4488-KQFDT,Female,Yes,Electronic check,103.95,6423,No
2612-RANWT,Female,Yes,Bank transfer (automatic),100.15,1164.3,Yes
5693-PIPCS,Male,Yes,Credit card (automatic),99.65,4220.35,No
0491-KAPQG,Male,Yes,Electronic check,73.7,1558.7,No
1925-LFCZZ,Male,Yes,Bank transfer (automatic),50.05,2743.45,No
8039-EQPIM,Male,No,Bank transfer (automatic),60.25,4055.5,No
6900-PXRMS,Male,No,Electronic check,105.75,2710.25,Yes
8707-RMEZH,Female,No,Credit card (automatic),87.3,6055.55,No
3346-BRMIS,Female,Yes,Electronic check,48.35,810.7,Yes
3209-ZPKFI,Male,No,Electronic check,54.25,2538.2,No
6479-VDGRK,Female,No,Bank transfer (automatic),85.3,6129.2,No
9373-WSLOY,Male,Yes,Electronic check,50,1750.85,No
2933-FILNV,Female,Yes,Mailed check,24.4,36.55,Yes
3569-JFODW,Female,No,Credit card (automatic),90.95,6652.45,No
9819-FBNSV,Male,Yes,Bank transfer (automatic),72.25,2575.45,No
9544-PYPSJ,Female,Yes,Credit card (automatic),96.1,6019.35,No
1591-XWLGB,Female,No,Credit card (automatic),19.85,1379.6,No
0396-UKGAI,Male,Yes,Bank transfer (automatic),55.3,1284.2,No
3243-ZHOHY,Female,No,Mailed check,20.1,296.15,No
5186-EJEGL,Male,Yes,Mailed check,69.5,653.25,No
7527-QNRUS,Male,Yes,Mailed check,25.15,412.6,No
9986-BONCE,Female,No,Bank transfer (automatic),20.95,85.5,Yes
2722-JMONI,Female,Yes,Electronic check,49.55,49.55,Yes
2203-GHNWN,Female,Yes,Mailed check,79.65,1928.7,No
3878-AVSOQ,Female,Yes,Electronic check,71.25,71.25,No
3258-SYSWS,Male,No,Bank transfer (automatic),113.8,7845.8,No
5296-PSYVW,Female,No,Electronic check,24.55,1750.7,No
6319-QSUSR,Female,No,Credit card (automatic),19.7,216.2,No
4083-EUGRJ,Male,No,Mailed check,20.25,178.5,Yes
7579-OOPEC,Female,No,Credit card (automatic),50.15,115.1,Yes
0512-FLFDW,Female,Yes,Credit card (automatic),100.5,6029,No
1771-OADNZ,Male,Yes,Electronic check,95.9,2745.2,Yes
0487-CRLZF,Female,Yes,Bank transfer (automatic),74.45,3721.9,No
2107-FBPTK,Female,Yes,Electronic check,104.1,3121.1,No
9451-WLYRI,Female,No,Credit card (automatic),19.05,990.45,No
8219-VYBVI,Male,No,Mailed check,25,1004.35,No
1991-VOPLL,Female,No,Mailed check,19.05,157.65,No
9738-QLWTP,Male,No,Electronic check,81.9,3219.75,No
1016-DJTSV,Male,Yes,Electronic check,69.7,572.85,No
9419-IPPBE,Female,Yes,Electronic check,90.15,4554.85,No
0174-QRVVY,Male,No,Credit card (automatic),25.35,1847.55,No
5699-BNCAS,Male,Yes,Mailed check,24.65,1766.75,No
2900-PHPLN,Female,Yes,Credit card (automatic),19.55,1462.05,No
0612-RTZZA,Female,No,Electronic check,25.25,25.25,Yes
8106-GWQOK,Male,Yes,Bank transfer (automatic),60,2193.2,No
8751-EDEKA,Female,No,Credit card (automatic),89.9,2433.5,No
6878-GGDWG,Female,No,Bank transfer (automatic),19.4,641.15,No
4039-PIMHX,Male,No,Mailed check,49.8,2398.4,No
8450-LUGUK,Female,Yes,Bank transfer (automatic),24.1,861.85,No
3604-WLABM,Female,No,Electronic check,54.25,583,No
0795-GMVQO,Male,No,Credit card (automatic),109.9,7332.4,No
2259-OUUSZ,Male,Yes,Credit card (automatic),35.5,249.55,No
1142-IHLOO,Female,No,Credit card (automatic),87.55,4475.9,No
6410-LEFEN,Female,No,Electronic check,45.15,416.45,Yes
4633-MKHYU,Female,Yes,Mailed check,88.4,788.6,No
6257-RJOHI,Male,Yes,Mailed check,50.8,202.3,No
1545-JFUML,Male,Yes,Electronic check,99,6994.6,No
3194-ORPIK,Female,Yes,Bank transfer (automatic),84.4,4116.15,Yes
7826-VVKWT,Female,Yes,Electronic check,96.55,2263.45,No
1353-GHZOS,Male,Yes,Bank transfer (automatic),59.75,1374.35,No
2587-EKXTS,Male,Yes,Electronic check,111.5,4915.15,No
5442-BXVND,Female,No,Bank transfer (automatic),24.25,838.5,No
8816-VXNZD,Female,Yes,Electronic check,75.1,75.1,Yes
9378-FXTIZ,Female,Yes,Credit card (automatic),70.15,3715.65,Yes
1723-HKXJQ,Male,Yes,Electronic check,101.75,4273.45,Yes
7825-GKXMW,Female,No,Electronic check,45.8,45.8,Yes
9753-OYLBX,Female,No,Mailed check,20.5,20.5,No
2364-UFROM,Male,No,Electronic check,70.4,2044.75,No
6656-JWRQX,Female,No,Mailed check,30.55,30.55,No
6473-ULUHT,Male,No,Electronic check,84.9,1398.25,No
1240-KNSEZ,Male,Yes,Mailed check,20.1,20.1,Yes
0836-SEYLU,Male,No,Mailed check,40.65,328.95,Yes
4433-JCGCG,Male,Yes,Electronic check,101,4680.05,Yes
3716-BDVDB,Male,Yes,Electronic check,69.1,69.1,Yes
7688-AWMDX,Male,No,Bank transfer (automatic),54.5,3778.2,No
2842-BCQGE,Male,Yes,Credit card (automatic),75.35,3161.4,No
7244-QWYHG,Male,Yes,Bank transfer (automatic),44.45,2188.45,No
5899-MQZZL,Female,Yes,Mailed check,75,999.45,Yes
6849-OYAMU,Male,No,Bank transfer (automatic),100,1888.65,Yes
5312-UXESG,Female,No,Bank transfer (automatic),98.05,3990.6,No
9488-HGMJH,Female,Yes,Electronic check,71.15,71.15,Yes
6038-GCYEC,Female,Yes,Credit card (automatic),54.15,1240.25,Yes
2150-WLKUW,Female,No,Bank transfer (automatic),63.9,2635,No
7159-FVYPK,Female,Yes,Bank transfer (automatic),69.15,235,No
7032-LMBHI,Female,No,Bank transfer (automatic),64.65,2347.85,No
1150-WFARN,Female,Yes,Credit card (automatic),108.75,7156.2,Yes
6088-BXMRG,Female,Yes,Electronic check,98.85,3089.6,No
3144-AUDBS,Female,Yes,Electronic check,49.15,270.8,Yes
4821-SJHJV,Female,No,Electronic check,89.6,2901.8,No
7346-MEDWM,Female,Yes,Electronic check,83.25,4949.1,No
1137-DGOWI,Female,No,Bank transfer (automatic),70.25,2198.9,No
5616-PRTNT,Male,Yes,Electronic check,19.4,374.5,Yes
3812-LRZIR,Female,No,Electronic check,24.5,761.95,No
4818-QIUFN,Female,Yes,Electronic check,79.15,1520.9,Yes
9483-GCPWE,Male,No,Mailed check,20.1,190.25,No
